#Auto Generated Topology File
#Topology Matrix:  10 * 10  Nodes
#Radio Range:  5.0
-n 100 

77   35   -50
77   36   -50
77   37   -50
77   38   -50
77   39   -50
77   43   -50
77   44   -50
77   45   -50
77   46   -50
77   47   -50
77   48   -50
77   49   -50
77   53   -50
77   54   -50
77   55   -50
77   56   -50
77   57   -50
77   58   -50
77   59   -50
77   63   -50
77   64   -50
77   65   -50
77   66   -50
77   67   -50
77   68   -50
77   69   -50
77   72   -50
77   73   -50
77   74   -50
77   75   -50
77   76   -50
77   78   -50
77   79   -50
77   83   -50
77   84   -50
77   85   -50
77   86   -50
77   87   -50
77   88   -50
77   89   -50
77   93   -50
77   94   -50
77   95   -50
77   96   -50
77   97   -50
77   98   -50
77   99   -50

78   28   -50
78   35   -50
78   36   -50
78   37   -50
78   38   -50
78   39   -50
78   44   -50
78   45   -50
78   46   -50
78   47   -50
78   48   -50
78   49   -50
78   54   -50
78   55   -50
78   56   -50
78   57   -50
78   58   -50
78   59   -50
78   64   -50
78   65   -50
78   66   -50
78   67   -50
78   68   -50
78   69   -50
78   73   -50
78   74   -50
78   75   -50
78   76   -50
78   77   -50
78   79   -50
78   84   -50
78   85   -50
78   86   -50
78   87   -50
78   88   -50
78   89   -50
78   94   -50
78   95   -50
78   96   -50
78   97   -50
78   98   -50
78   99   -50

79   29   -50
79   36   -50
79   37   -50
79   38   -50
79   39   -50
79   45   -50
79   46   -50
79   47   -50
79   48   -50
79   49   -50
79   55   -50
79   56   -50
79   57   -50
79   58   -50
79   59   -50
79   65   -50
79   66   -50
79   67   -50
79   68   -50
79   69   -50
79   74   -50
79   75   -50
79   76   -50
79   77   -50
79   78   -50
79   85   -50
79   86   -50
79   87   -50
79   88   -50
79   89   -50
79   95   -50
79   96   -50
79   97   -50
79   98   -50
79   99   -50

80   30   -50
80   40   -50
80   41   -50
80   42   -50
80   43   -50
80   50   -50
80   51   -50
80   52   -50
80   53   -50
80   54   -50
80   60   -50
80   61   -50
80   62   -50
80   63   -50
80   64   -50
80   70   -50
80   71   -50
80   72   -50
80   73   -50
80   74   -50
80   81   -50
80   82   -50
80   83   -50
80   84   -50
80   85   -50
80   90   -50
80   91   -50
80   92   -50
80   93   -50
80   94   -50

81   31   -50
81   40   -50
81   41   -50
81   42   -50
81   43   -50
81   44   -50
81   50   -50
81   51   -50
81   52   -50
81   53   -50
81   54   -50
81   55   -50
81   60   -50
81   61   -50
81   62   -50
81   63   -50
81   64   -50
81   65   -50
81   70   -50
81   71   -50
81   72   -50
81   73   -50
81   74   -50
81   75   -50
81   80   -50
81   82   -50
81   83   -50
81   84   -50
81   85   -50
81   86   -50
81   90   -50
81   91   -50
81   92   -50
81   93   -50
81   94   -50
81   95   -50

82   32   -50
82   40   -50
82   41   -50
82   42   -50
82   43   -50
82   44   -50
82   45   -50
82   50   -50
82   51   -50
82   52   -50
82   53   -50
82   54   -50
82   55   -50
82   56   -50
82   60   -50
82   61   -50
82   62   -50
82   63   -50
82   64   -50
82   65   -50
82   66   -50
82   70   -50
82   71   -50
82   72   -50
82   73   -50
82   74   -50
82   75   -50
82   76   -50
82   80   -50
82   81   -50
82   83   -50
82   84   -50
82   85   -50
82   86   -50
82   87   -50
82   90   -50
82   91   -50
82   92   -50
82   93   -50
82   94   -50
82   95   -50
82   96   -50

83   33   -50
83   40   -50
83   41   -50
83   42   -50
83   43   -50
83   44   -50
83   45   -50
83   46   -50
83   50   -50
83   51   -50
83   52   -50
83   53   -50
83   54   -50
83   55   -50
83   56   -50
83   57   -50
83   60   -50
83   61   -50
83   62   -50
83   63   -50
83   64   -50
83   65   -50
83   66   -50
83   67   -50
83   70   -50
83   71   -50
83   72   -50
83   73   -50
83   74   -50
83   75   -50
83   76   -50
83   77   -50
83   80   -50
83   81   -50
83   82   -50
83   84   -50
83   85   -50
83   86   -50
83   87   -50
83   88   -50
83   90   -50
83   91   -50
83   92   -50
83   93   -50
83   94   -50
83   95   -50
83   96   -50
83   97   -50

84   34   -50
84   41   -50
84   42   -50
84   43   -50
84   44   -50
84   45   -50
84   46   -50
84   47   -50
84   50   -50
84   51   -50
84   52   -50
84   53   -50
84   54   -50
84   55   -50
84   56   -50
84   57   -50
84   58   -50
84   60   -50
84   61   -50
84   62   -50
84   63   -50
84   64   -50
84   65   -50
84   66   -50
84   67   -50
84   68   -50
84   70   -50
84   71   -50
84   72   -50
84   73   -50
84   74   -50
84   75   -50
84   76   -50
84   77   -50
84   78   -50
84   80   -50
84   81   -50
84   82   -50
84   83   -50
84   85   -50
84   86   -50
84   87   -50
84   88   -50
84   89   -50
84   90   -50
84   91   -50
84   92   -50
84   93   -50
84   94   -50
84   95   -50
84   96   -50
84   97   -50
84   98   -50

85   35   -50
85   42   -50
85   43   -50
85   44   -50
85   45   -50
85   46   -50
85   47   -50
85   48   -50
85   51   -50
85   52   -50
85   53   -50
85   54   -50
85   55   -50
85   56   -50
85   57   -50
85   58   -50
85   59   -50
85   61   -50
85   62   -50
85   63   -50
85   64   -50
85   65   -50
85   66   -50
85   67   -50
85   68   -50
85   69   -50
85   71   -50
85   72   -50
85   73   -50
85   74   -50
85   75   -50
85   76   -50
85   77   -50
85   78   -50
85   79   -50
85   80   -50
85   81   -50
85   82   -50
85   83   -50
85   84   -50
85   86   -50
85   87   -50
85   88   -50
85   89   -50
85   91   -50
85   92   -50
85   93   -50
85   94   -50
85   95   -50
85   96   -50
85   97   -50
85   98   -50
85   99   -50

86   36   -50
86   43   -50
86   44   -50
86   45   -50
86   46   -50
86   47   -50
86   48   -50
86   49   -50
86   52   -50
86   53   -50
86   54   -50
86   55   -50
86   56   -50
86   57   -50
86   58   -50
86   59   -50
86   62   -50
86   63   -50
86   64   -50
86   65   -50
86   66   -50
86   67   -50
86   68   -50
86   69   -50
86   72   -50
86   73   -50
86   74   -50
86   75   -50
86   76   -50
86   77   -50
86   78   -50
86   79   -50
86   81   -50
86   82   -50
86   83   -50
86   84   -50
86   85   -50
86   87   -50
86   88   -50
86   89   -50
86   92   -50
86   93   -50
86   94   -50
86   95   -50
86   96   -50
86   97   -50
86   98   -50
86   99   -50

87   37   -50
87   44   -50
87   45   -50
87   46   -50
87   47   -50
87   48   -50
87   49   -50
87   53   -50
87   54   -50
87   55   -50
87   56   -50
87   57   -50
87   58   -50
87   59   -50
87   63   -50
87   64   -50
87   65   -50
87   66   -50
87   67   -50
87   68   -50
87   69   -50
87   73   -50
87   74   -50
87   75   -50
87   76   -50
87   77   -50
87   78   -50
87   79   -50
87   82   -50
87   83   -50
87   84   -50
87   85   -50
87   86   -50
87   88   -50
87   89   -50
87   93   -50
87   94   -50
87   95   -50
87   96   -50
87   97   -50
87   98   -50
87   99   -50

88   38   -50
88   45   -50
88   46   -50
88   47   -50
88   48   -50
88   49   -50
88   54   -50
88   55   -50
88   56   -50
88   57   -50
88   58   -50
88   59   -50
88   64   -50
88   65   -50
88   66   -50
88   67   -50
88   68   -50
88   69   -50
88   74   -50
88   75   -50
88   76   -50
88   77   -50
88   78   -50
88   79   -50
88   83   -50
88   84   -50
88   85   -50
88   86   -50
88   87   -50
88   89   -50
88   94   -50
88   95   -50
88   96   -50
88   97   -50
88   98   -50
88   99   -50

89   39   -50
89   46   -50
89   47   -50
89   48   -50
89   49   -50
89   55   -50
89   56   -50
89   57   -50
89   58   -50
89   59   -50
89   65   -50
89   66   -50
89   67   -50
89   68   -50
89   69   -50
89   75   -50
89   76   -50
89   77   -50
89   78   -50
89   79   -50
89   84   -50
89   85   -50
89   86   -50
89   87   -50
89   88   -50
89   95   -50
89   96   -50
89   97   -50
89   98   -50
89   99   -50

90   40   -50
90   50   -50
90   51   -50
90   52   -50
90   53   -50
90   60   -50
90   61   -50
90   62   -50
90   63   -50
90   64   -50
90   70   -50
90   71   -50
90   72   -50
90   73   -50
90   74   -50
90   80   -50
90   81   -50
90   82   -50
90   83   -50
90   84   -50
90   91   -50
90   92   -50
90   93   -50
90   94   -50
90   95   -50

91   41   -50
91   50   -50
91   51   -50
91   52   -50
91   53   -50
91   54   -50
91   60   -50
91   61   -50
91   62   -50
91   63   -50
91   64   -50
91   65   -50
91   70   -50
91   71   -50
91   72   -50
91   73   -50
91   74   -50
91   75   -50
91   80   -50
91   81   -50
91   82   -50
91   83   -50
91   84   -50
91   85   -50
91   90   -50
91   92   -50
91   93   -50
91   94   -50
91   95   -50
91   96   -50

92   42   -50
92   50   -50
92   51   -50
92   52   -50
92   53   -50
92   54   -50
92   55   -50
92   60   -50
92   61   -50
92   62   -50
92   63   -50
92   64   -50
92   65   -50
92   66   -50
92   70   -50
92   71   -50
92   72   -50
92   73   -50
92   74   -50
92   75   -50
92   76   -50
92   80   -50
92   81   -50
92   82   -50
92   83   -50
92   84   -50
92   85   -50
92   86   -50
92   90   -50
92   91   -50
92   93   -50
92   94   -50
92   95   -50
92   96   -50
92   97   -50

93   43   -50
93   50   -50
93   51   -50
93   52   -50
93   53   -50
93   54   -50
93   55   -50
93   56   -50
93   60   -50
93   61   -50
93   62   -50
93   63   -50
93   64   -50
93   65   -50
93   66   -50
93   67   -50
93   70   -50
93   71   -50
93   72   -50
93   73   -50
93   74   -50
93   75   -50
93   76   -50
93   77   -50
93   80   -50
93   81   -50
93   82   -50
93   83   -50
93   84   -50
93   85   -50
93   86   -50
93   87   -50
93   90   -50
93   91   -50
93   92   -50
93   94   -50
93   95   -50
93   96   -50
93   97   -50
93   98   -50

94   44   -50
94   51   -50
94   52   -50
94   53   -50
94   54   -50
94   55   -50
94   56   -50
94   57   -50
94   60   -50
94   61   -50
94   62   -50
94   63   -50
94   64   -50
94   65   -50
94   66   -50
94   67   -50
94   68   -50
94   70   -50
94   71   -50
94   72   -50
94   73   -50
94   74   -50
94   75   -50
94   76   -50
94   77   -50
94   78   -50
94   80   -50
94   81   -50
94   82   -50
94   83   -50
94   84   -50
94   85   -50
94   86   -50
94   87   -50
94   88   -50
94   90   -50
94   91   -50
94   92   -50
94   93   -50
94   95   -50
94   96   -50
94   97   -50
94   98   -50
94   99   -50

95   45   -50
95   52   -50
95   53   -50
95   54   -50
95   55   -50
95   56   -50
95   57   -50
95   58   -50
95   61   -50
95   62   -50
95   63   -50
95   64   -50
95   65   -50
95   66   -50
95   67   -50
95   68   -50
95   69   -50
95   71   -50
95   72   -50
95   73   -50
95   74   -50
95   75   -50
95   76   -50
95   77   -50
95   78   -50
95   79   -50
95   81   -50
95   82   -50
95   83   -50
95   84   -50
95   85   -50
95   86   -50
95   87   -50
95   88   -50
95   89   -50
95   90   -50
95   91   -50
95   92   -50
95   93   -50
95   94   -50
95   96   -50
95   97   -50
95   98   -50
95   99   -50

96   46   -50
96   53   -50
96   54   -50
96   55   -50
96   56   -50
96   57   -50
96   58   -50
96   59   -50
96   62   -50
96   63   -50
96   64   -50
96   65   -50
96   66   -50
96   67   -50
96   68   -50
96   69   -50
96   72   -50
96   73   -50
96   74   -50
96   75   -50
96   76   -50
96   77   -50
96   78   -50
96   79   -50
96   82   -50
96   83   -50
96   84   -50
96   85   -50
96   86   -50
96   87   -50
96   88   -50
96   89   -50
96   91   -50
96   92   -50
96   93   -50
96   94   -50
96   95   -50
96   97   -50
96   98   -50
96   99   -50

97   47   -50
97   54   -50
97   55   -50
97   56   -50
97   57   -50
97   58   -50
97   59   -50
97   63   -50
97   64   -50
97   65   -50
97   66   -50
97   67   -50
97   68   -50
97   69   -50
97   73   -50
97   74   -50
97   75   -50
97   76   -50
97   77   -50
97   78   -50
97   79   -50
97   83   -50
97   84   -50
97   85   -50
97   86   -50
97   87   -50
97   88   -50
97   89   -50
97   92   -50
97   93   -50
97   94   -50
97   95   -50
97   96   -50
97   98   -50
97   99   -50

98   48   -50
98   55   -50
98   56   -50
98   57   -50
98   58   -50
98   59   -50
98   64   -50
98   65   -50
98   66   -50
98   67   -50
98   68   -50
98   69   -50
98   74   -50
98   75   -50
98   76   -50
98   77   -50
98   78   -50
98   79   -50
98   84   -50
98   85   -50
98   86   -50
98   87   -50
98   88   -50
98   89   -50
98   93   -50
98   94   -50
98   95   -50
98   96   -50
98   97   -50
98   99   -50

99   49   -50
99   56   -50
99   57   -50
99   58   -50
99   59   -50
99   65   -50
99   66   -50
99   67   -50
99   68   -50
99   69   -50
99   75   -50
99   76   -50
99   77   -50
99   78   -50
99   79   -50
99   85   -50
99   86   -50
99   87   -50
99   88   -50
99   89   -50
99   94   -50
99   95   -50
99   96   -50
99   97   -50
99   98   -50

